sample_id,patient_id,tissue_type,fastqscreen_id,Human,rRNA,ERCC,Mouse,EColi,Virus,Yeast,Vector,Mitoch,Multiple Genomes,No hits,fastqc_id,GC_fastqc,dup_fastqc,avg_sequence_length,total_reads_fastq_M,qualimap_bamqc_id,avg_gc,median_insert_size,qualimap_RNAseq_qc_id,mean_coverage,percentage_aligned,mapped_reads,total_reads_bam,general_error_rate,5_3_bias,reads_aligned,genomic_origin_id,Exonic,Intronic,Intergenic
FUSCCTNBC340_TT,FUSCCTNBC340,tumor,FUSCCTNBC340_R1_screen,76338,224,56,10,6,0,0,0,1,23005,360,FUSCCTNBC340_R1,46,64.57279434,139.6190804,31.109217,FUSCCTNBC340.percent_bamqc,50.63414428,220,FUSCCTNBC340.percent,4.0916,98.79778449,8061999,8160101,0.02,1.01,3019376,FUSCCTNBC340.percent,2180926,2931796,252730
FUSCCTNBC340_TT,FUSCCTNBC340,tumor,FUSCCTNBC340_R2_screen,76258,224,57,17,5,0,1,0,0,22969,469,FUSCCTNBC340_R2,46,68.92927453,139.6222115,31.109217,FUSCCTNBC340.percent_bamqc,50.63414428,220,FUSCCTNBC340.percent,4.0916,98.79778449,8061999,8160101,0.02,1.01,3019376,FUSCCTNBC340.percent,2180926,2931796,252730
FUSCCTNBC341_TT,FUSCCTNBC341,tumor,FUSCCTNBC341_R1_screen,77842,133,7,27,6,0,0,0,0,21395,590,FUSCCTNBC341_R1,45,56.60018531,143.103548,32.613891,FUSCCTNBC341.percent_bamqc,49.74208475,217,FUSCCTNBC341.percent,2.2993,99.08036633,9035958,9119827,0.03,1.11,3178857,FUSCCTNBC341.percent,2098327,3369744,300246
FUSCCTNBC341_TT,FUSCCTNBC341,tumor,FUSCCTNBC341_R2_screen,77628,167,7,16,4,0,0,0,0,21648,530,FUSCCTNBC341_R2,45,60.93009992,143.105345,32.613891,FUSCCTNBC341.percent_bamqc,49.74208475,217,FUSCCTNBC341.percent,2.2993,99.08036633,9035958,9119827,0.03,1.11,3178857,FUSCCTNBC341.percent,2098327,3369744,300246
FUSCCTNBC343_PT,FUSCCTNBC343,normal,FUSCCTNBC343_PT_R1_screen,73154,675,641,10,4,0,1,0,0,24355,1160,FUSCCTNBC343_PT_R1,47,61.80136364,141.9474647,26.130509,FUSCCTNBC343.percent_bamqc,53.80330329,233,FUSCCTNBC343.percent,7.3228,98.42491505,8973806,9117413,0.01,1.06,2704922,FUSCCTNBC343.percent,1698848,2544068,222619
FUSCCTNBC343_PT,FUSCCTNBC343,normal,FUSCCTNBC343_PT_R2_screen,73115,661,637,18,5,0,2,0,0,23992,1570,FUSCCTNBC343_PT_R2,47,65.80254974,141.9468171,26.130509,FUSCCTNBC343.percent_bamqc,53.80330329,233,FUSCCTNBC343.percent,7.3228,98.42491505,8973806,9117413,0.01,1.06,2704922,FUSCCTNBC343.percent,1698848,2544068,222619
FUSCCTNBC343_TT,FUSCCTNBC343,tumor,FUSCCTNBC343_R1_screen,70122,308,558,7,4,0,0,0,0,28321,680,FUSCCTNBC343_R1,47,57.51608572,144.9652735,28.336571,FUSCCTNBC343_PT.percent_bamqc,55.31219423,228,FUSCCTNBC343_PT.percent,7.7878,98.67585145,9066429,9188093,0.01,1.05,2500166,FUSCCTNBC343_PT.percent,1496290,2503087,226450
FUSCCTNBC343_TT,FUSCCTNBC343,tumor,FUSCCTNBC343_R2_screen,70202,331,565,17,5,0,0,0,0,27950,930,FUSCCTNBC343_R2,47,61.31713586,144.963196,28.336571,FUSCCTNBC343_PT.percent_bamqc,55.31219423,228,FUSCCTNBC343_PT.percent,7.7878,98.67585145,9066429,9188093,0.01,1.05,2500166,FUSCCTNBC343_PT.percent,1496290,2503087,226450
FUSCCTNBC344_TT,FUSCCTNBC344,tumor,FUSCCTNBC344_R1_screen,77830,553,79,19,1,0,0,0,0,21158,360,FUSCCTNBC344_R1,45,68.71725333,137.4315093,30.84036,FUSCCTNBC344.percent_bamqc,50.78413752,214,FUSCCTNBC344.percent,3.7768,98.6871087,8441190,8553488,0.02,1.06,2983356,FUSCCTNBC344.percent,1844734,3221488,291565
FUSCCTNBC344_TT,FUSCCTNBC344,tumor,FUSCCTNBC344_R2_screen,77688,526,78,18,1,0,0,0,0,21220,469,FUSCCTNBC344_R2,45,73.61343466,137.4357173,30.84036,FUSCCTNBC344.percent_bamqc,50.78413752,214,FUSCCTNBC344.percent,3.7768,98.6871087,8441190,8553488,0.02,1.06,2983356,FUSCCTNBC344.percent,1844734,3221488,291565
FUSCCTNBC345_TT,FUSCCTNBC345,tumor,FUSCCTNBC345_R1_screen,52609,7253,165,135,3,0,0,0,0,36715,3120,FUSCCTNBC345_R1,60,37.90416531,133.4761597,30.750201,FUSCCTNBC345.percent_bamqc,71.69599359,195,FUSCCTNBC345.percent,14.8398,99.16399299,17025698,17169234,0.01,1.23,2971077,FUSCCTNBC345.percent,1712807,1881619,377973
FUSCCTNBC345_TT,FUSCCTNBC345,tumor,FUSCCTNBC345_R2_screen,52302,9042,166,153,3,0,0,0,0,34924,3410,FUSCCTNBC345_R2,60,41.08452741,133.4874767,30.750201,FUSCCTNBC345.percent_bamqc,71.69599359,195,FUSCCTNBC345.percent,14.8398,99.16399299,17025698,17169234,0.01,1.23,2971077,FUSCCTNBC345.percent,1712807,1881619,377973
FUSCCTNBC348_PT,FUSCCTNBC348,normal,FUSCCTNBC348_PT_R1_screen,78422,304,299,5,21,0,0,0,0,20699,250,FUSCCTNBC348_PT_R1,45,72.40621672,140.7495738,72.204404,FUSCCTNBC348.percent_bamqc,50.5852467,192,FUSCCTNBC348.percent,16.2502,96.99985851,12771660,13166679,0.01,1.02,4727915,FUSCCTNBC348.percent,3212632,4765573,390589
FUSCCTNBC348_PT,FUSCCTNBC348,normal,FUSCCTNBC348_PT_R2_screen,78541,298,300,8,19,0,0,0,0,20554,280,FUSCCTNBC348_PT_R2,45,73.00083343,140.7521141,72.204404,FUSCCTNBC348.percent_bamqc,50.5852467,192,FUSCCTNBC348.percent,16.2502,96.99985851,12771660,13166679,0.01,1.02,4727915,FUSCCTNBC348.percent,3212632,4765573,390589
FUSCCTNBC348_TT,FUSCCTNBC348,tumor,FUSCCTNBC348_R1_screen,74756,262,521,9,51,0,0,0,0,23951,450,FUSCCTNBC348_R1,46,71.32040007,140.1779309,49.976545,FUSCCTNBC348_PT.percent_bamqc,48.95409545,190,FUSCCTNBC348_PT.percent,15.3898,98.16428205,17854634,18188524,0.01,1.07,6944248,FUSCCTNBC348_PT.percent,4057433,7850374,692419
FUSCCTNBC348_TT,FUSCCTNBC348,tumor,FUSCCTNBC348_R2_screen,74838,262,518,9,55,0,0,0,0,23798,520,FUSCCTNBC348_R2,46,72.11632498,140.1806366,49.976545,FUSCCTNBC348_PT.percent_bamqc,48.95409545,190,FUSCCTNBC348_PT.percent,15.3898,98.16428205,17854634,18188524,0.01,1.07,6944248,FUSCCTNBC348_PT.percent,4057433,7850374,692419
FUSCCTNBC351_PT,FUSCCTNBC351,normal,FUSCCTNBC351_PT_R1_screen,66077,1256,460,16,15,0,0,0,0,31136,1040,FUSCCTNBC351_PT_R1,48,53.80706906,134.2596861,36.930824,FUSCCTNBC351.percent_bamqc,56.87014822,210,FUSCCTNBC351.percent,15.7503,98.88768051,20583266,20814793,0.01,1.07,3948073,FUSCCTNBC351.percent,2303162,2961314,414782
FUSCCTNBC351_PT,FUSCCTNBC351,normal,FUSCCTNBC351_PT_R2_screen,65854,1242,465,39,11,0,0,0,0,31029,1360,FUSCCTNBC351_PT_R2,48,59.68807571,134.2634774,36.930824,FUSCCTNBC351.percent_bamqc,56.87014822,210,FUSCCTNBC351.percent,15.7503,98.88768051,20583266,20814793,0.01,1.07,3948073,FUSCCTNBC351.percent,2303162,2961314,414782
FUSCCTNBC351_TT,FUSCCTNBC351,tumor,FUSCCTNBC351_R1_screen,58403,921,382,28,3,0,1,0,0,39303,959,FUSCCTNBC351_R1,50,46.48084658,134.9817367,41.533426,FUSCCTNBC351_PT.percent_bamqc,56.06110127,221,FUSCCTNBC351_PT.percent,10.2757,98.72978831,15551392,15751469,0.01,1,3505221,FUSCCTNBC351_PT.percent,1938968,3226960,378127
FUSCCTNBC351_TT,FUSCCTNBC351,tumor,FUSCCTNBC351_R2_screen,58300,944,381,51,0,0,1,1,0,39042,1280,FUSCCTNBC351_R2,50,51.69747561,134.9841223,41.533426,FUSCCTNBC351_PT.percent_bamqc,56.06110127,221,FUSCCTNBC351_PT.percent,10.2757,98.72978831,15551392,15751469,0.01,1,3505221,FUSCCTNBC351_PT.percent,1938968,3226960,378127
FUSCCTNBC352_TT,FUSCCTNBC352,tumor,FUSCCTNBC352_R1_screen,67965,911,45,22,1,0,0,0,0,30516,540,FUSCCTNBC352_R1,48,55.60233099,137.0230024,40.999395,FUSCCTNBC352.percent_bamqc,56.42199304,202,FUSCCTNBC352.percent,10.881,99.16019872,16473698,16613216,0.01,1.05,3968258,FUSCCTNBC352.percent,2429697,3456845,438118
FUSCCTNBC352_TT,FUSCCTNBC352,tumor,FUSCCTNBC352_R2_screen,67805,868,45,37,1,1,0,0,0,30633,610,FUSCCTNBC352_R2,49,59.76756756,137.0278825,40.999395,FUSCCTNBC352.percent_bamqc,56.42199304,202,FUSCCTNBC352.percent,10.881,99.16019872,16473698,16613216,0.01,1.05,3968258,FUSCCTNBC352.percent,2429697,3456845,438118
FUSCCTNBC354_TT,FUSCCTNBC354,tumor,FUSCCTNBC354_R1_screen,71593,325,28,13,14,0,0,0,0,27458,569,FUSCCTNBC354_R1,47,59.58776004,136.9398356,36.75332,FUSCCTNBC354.percent_bamqc,53.14915583,216,FUSCCTNBC354.percent,17.5921,98.84221501,11511622,11646463,0,1.04,3566812,FUSCCTNBC354.percent,2411204,3300314,290727
FUSCCTNBC354_TT,FUSCCTNBC354,tumor,FUSCCTNBC354_R2_screen,71582,340,28,33,13,0,0,0,0,27374,630,FUSCCTNBC354_R2,47,63.82433002,136.9411036,36.75332,FUSCCTNBC354.percent_bamqc,53.14915583,216,FUSCCTNBC354.percent,17.5921,98.84221501,11511622,11646463,0,1.04,3566812,FUSCCTNBC354.percent,2411204,3300314,290727
FUSCCTNBC356_TT,FUSCCTNBC356,tumor,FUSCCTNBC356_rep_R1_screen,73022,679,235,7,8,0,0,2,0,25507,540,FUSCCTNBC356_rep_R1,46,63.95019084,140.6401464,35.923513,FUSCCTNBC356_rep.percent_bamqc,53.40832157,221,FUSCCTNBC356_rep.percent,4.861,99.12672726,12198882,12306350,0.02,1.03,3507551,FUSCCTNBC356_rep.percent,2125361,3521258,326563
FUSCCTNBC356_TT,FUSCCTNBC356,tumor,FUSCCTNBC356_rep_R2_screen,73024,639,234,10,8,0,0,0,0,25495,590,FUSCCTNBC356_rep_R2,46,68.53167441,140.638535,35.923513,FUSCCTNBC356_rep.percent_bamqc,53.40832157,221,FUSCCTNBC356_rep.percent,4.861,99.12672726,12198882,12306350,0.02,1.03,3507551,FUSCCTNBC356_rep.percent,2125361,3521258,326563
FUSCCTNBC357_TT,FUSCCTNBC357,tumor,FUSCCTNBC357_rep_R1_screen,71803,174,61,10,8,0,0,0,0,27544,400,FUSCCTNBC357_rep_R1,47,55.74522284,141.3997823,40.03876,FUSCCTNBC357_rep.percent_bamqc,52.48613556,218,FUSCCTNBC357_rep.percent,9.3416,99.05884445,12213484,12329524,0.01,1.12,3911133,FUSCCTNBC357_rep.percent,2850983,3458690,288872
FUSCCTNBC357_TT,FUSCCTNBC357,tumor,FUSCCTNBC357_rep_R2_screen,71634,151,61,14,6,0,0,0,0,27655,479,FUSCCTNBC357_rep_R2,47,61.82283926,141.400219,40.03876,FUSCCTNBC357_rep.percent_bamqc,52.48613556,218,FUSCCTNBC357_rep.percent,9.3416,99.05884445,12213484,12329524,0.01,1.12,3911133,FUSCCTNBC357_rep.percent,2850983,3458690,288872
FUSCCTNBC359_TT,FUSCCTNBC359,tumor,FUSCCTNBC359_R1_screen,73282,316,66,15,0,0,0,0,0,25711,610,FUSCCTNBC359_R1,46,60.14784294,136.9054144,36.685228,FUSCCTNBC359.percent_bamqc,52.5668243,213,FUSCCTNBC359.percent,6.2868,99.08975615,11241606,11344872,0.01,1.02,3576172,FUSCCTNBC359.percent,2612833,3321377,237484
FUSCCTNBC359_TT,FUSCCTNBC359,tumor,FUSCCTNBC359_R2_screen,73196,320,65,27,1,0,0,0,0,25701,690,FUSCCTNBC359_R2,46,64.41791248,136.9087077,36.685228,FUSCCTNBC359.percent_bamqc,52.5668243,213,FUSCCTNBC359.percent,6.2868,99.08975615,11241606,11344872,0.01,1.02,3576172,FUSCCTNBC359.percent,2612833,3321377,237484
FUSCCTNBC360_PT,FUSCCTNBC360,normal,FUSCCTNBC360_PT_R1_screen,79848,135,487,3,31,0,0,0,0,19306,190,FUSCCTNBC360_PT_R1,44,72.81680918,140.5248744,57.944167,FUSCCTNBC360.percent_bamqc,50.10896029,194,FUSCCTNBC360.percent,31.1986,96.33178875,12041673,12500207,0,1.04,4561239,FUSCCTNBC360.percent,3448291,4352549,321047
FUSCCTNBC360_PT,FUSCCTNBC360,normal,FUSCCTNBC360_PT_R2_screen,79975,144,486,5,30,0,0,0,0,19130,230,FUSCCTNBC360_PT_R2,44,73.66810499,140.527283,57.944167,FUSCCTNBC360.percent_bamqc,50.10896029,194,FUSCCTNBC360.percent,31.1986,96.33178875,12041673,12500207,0,1.04,4561239,FUSCCTNBC360.percent,3448291,4352549,321047
FUSCCTNBC360_TT,FUSCCTNBC360,tumor,FUSCCTNBC360_R1_screen,72627,193,682,61,236,0,0,0,0,25081,1120,FUSCCTNBC360_R1,47,66.75320341,140.0775499,48.470327,FUSCCTNBC360_PT.percent_bamqc,46.68226033,192,FUSCCTNBC360_PT.percent,6.7042,98.1263485,13480585,13737987,0.02,1.11,5576482,FUSCCTNBC360_PT.percent,3388171,6463237,502093
FUSCCTNBC360_TT,FUSCCTNBC360,tumor,FUSCCTNBC360_R2_screen,72677,192,683,59,241,0,0,0,0,24928,1220,FUSCCTNBC360_R2,47,67.34175835,140.0802549,48.470327,FUSCCTNBC360_PT.percent_bamqc,46.68226033,192,FUSCCTNBC360_PT.percent,6.7042,98.1263485,13480585,13737987,0.02,1.11,5576482,FUSCCTNBC360_PT.percent,3388171,6463237,502093
FUSCCTNBC367_TT,FUSCCTNBC367,tumor,FUSCCTNBC367_R1_screen,74656,305,42,13,1,0,0,1,0,24652,330,FUSCCTNBC367_R1,46,61.87303327,137.3516487,38.417839,FUSCCTNBC367.percent_bamqc,51.84816188,217,FUSCCTNBC367.percent,7.2119,99.03902173,11515376,11627110,0.01,1.02,3740451,FUSCCTNBC367.percent,2338358,3795298,300583
FUSCCTNBC367_TT,FUSCCTNBC367,tumor,FUSCCTNBC367_R2_screen,74470,301,43,16,1,0,0,0,0,24739,430,FUSCCTNBC367_R2,46,66.73436071,137.3549887,38.417839,FUSCCTNBC367.percent_bamqc,51.84816188,217,FUSCCTNBC367.percent,7.2119,99.03902173,11515376,11627110,0.01,1.02,3740451,FUSCCTNBC367.percent,2338358,3795298,300583
FUSCCTNBC368_TT,FUSCCTNBC368,tumor,FUSCCTNBC368_rep_R1_screen,59939,1799,54,28,0,0,0,0,0,37070,1110,FUSCCTNBC368_rep_R1,53,46.85906475,133.2605089,41.1351,FUSCCTNBC368_rep.percent_bamqc,60.72196194,198,FUSCCTNBC368_rep.percent,15.0501,99.41876501,22193065,22322813,0.01,1.06,4016159,FUSCCTNBC368_rep.percent,2269429,2894257,478857
FUSCCTNBC368_TT,FUSCCTNBC368,tumor,FUSCCTNBC368_rep_R2_screen,59688,1857,54,37,0,0,0,0,0,37034,1330,FUSCCTNBC368_rep_R2,53,51.30994815,133.2628255,41.1351,FUSCCTNBC368_rep.percent_bamqc,60.72196194,198,FUSCCTNBC368_rep.percent,15.0501,99.41876501,22193065,22322813,0.01,1.06,4016159,FUSCCTNBC368_rep.percent,2269429,2894257,478857
FUSCCTNBC370_PT,FUSCCTNBC370,normal,FUSCCTNBC370_PT_R1_screen,77692,224,521,8,33,0,0,0,0,21262,260,FUSCCTNBC370_PT_R1,45,74.89940683,140.7984571,47.612936,FUSCCTNBC370.percent_bamqc,50.12014406,192,FUSCCTNBC370.percent,12.8979,97.51925304,11917628,12220795,0.01,1.05,4617316,FUSCCTNBC370.percent,3145399,4896322,316337
FUSCCTNBC370_PT,FUSCCTNBC370,normal,FUSCCTNBC370_PT_R2_screen,77843,231,520,5,31,0,0,0,0,21050,320,FUSCCTNBC370_PT_R2,45,75.68811138,140.8007946,47.612936,FUSCCTNBC370.percent_bamqc,50.12014406,192,FUSCCTNBC370.percent,12.8979,97.51925304,11917628,12220795,0.01,1.05,4617316,FUSCCTNBC370.percent,3145399,4896322,316337
FUSCCTNBC370_TT,FUSCCTNBC370,tumor,FUSCCTNBC370_R1_screen,76374,186,444,9,24,0,0,0,0,22403,560,FUSCCTNBC370_R1,46,70.77685451,140.4598048,48.476532,FUSCCTNBC370_PT.percent_bamqc,48.22636073,193,FUSCCTNBC370_PT.percent,14.2441,97.5234166,11369355,11658077,0.01,1.03,4550584,FUSCCTNBC370_PT.percent,2709532,5131142,470279
FUSCCTNBC370_TT,FUSCCTNBC370,tumor,FUSCCTNBC370_R2_screen,76453,192,446,7,24,0,0,0,0,22278,600,FUSCCTNBC370_R2,46,71.98603449,140.4624971,48.476532,FUSCCTNBC370_PT.percent_bamqc,48.22636073,193,FUSCCTNBC370_PT.percent,14.2441,97.5234166,11369355,11658077,0.01,1.03,4550584,FUSCCTNBC370_PT.percent,2709532,5131142,470279
FUSCCTNBC374_PT,FUSCCTNBC374,normal,FUSCCTNBC374_PT_R1_screen,67416,530,431,9,1,0,0,0,0,30953,660,FUSCCTNBC374_PT_R1,46,54.76185411,139.1294129,28.864732,FUSCCTNBC374.percent_bamqc,56.66616133,217,FUSCCTNBC374.percent,12.6769,98.86788944,15618291,15797132,0.01,1.03,3044433,FUSCCTNBC374.percent,1541463,2612273,331550
FUSCCTNBC374_PT,FUSCCTNBC374,normal,FUSCCTNBC374_PT_R2_screen,67357,546,433,20,1,0,0,0,0,30753,890,FUSCCTNBC374_PT_R2,46,61.31572755,139.1302239,28.864732,FUSCCTNBC374.percent_bamqc,56.66616133,217,FUSCCTNBC374.percent,12.6769,98.86788944,15618291,15797132,0.01,1.03,3044433,FUSCCTNBC374.percent,1541463,2612273,331550
FUSCCTNBC374_TT,FUSCCTNBC374,tumor,FUSCCTNBC374_R1_screen,60886,1211,691,21,29,0,0,0,0,35712,1450,FUSCCTNBC374_R1,48,49.44822482,138.8432115,31.91283,FUSCCTNBC374_PT.percent_bamqc,54.08690438,229,FUSCCTNBC374_PT.percent,6.9586,99.02733329,12101764,12220630,0.01,1.06,2770477,FUSCCTNBC374_PT.percent,1628838,2556925,260183
FUSCCTNBC374_TT,FUSCCTNBC374,tumor,FUSCCTNBC374_R2_screen,60732,1180,690,36,22,0,1,0,0,35479,1860,FUSCCTNBC374_R2,48,54.1839311,138.8455407,31.91283,FUSCCTNBC374_PT.percent_bamqc,54.08690438,229,FUSCCTNBC374_PT.percent,6.9586,99.02733329,12101764,12220630,0.01,1.06,2770477,FUSCCTNBC374_PT.percent,1628838,2556925,260183
FUSCCTNBC376_TT,FUSCCTNBC376,tumor,FUSCCTNBC376_R1_screen,74082,388,53,18,10,0,0,0,0,24929,520,FUSCCTNBC376_R1,47,62.58821465,138.5208913,29.151738,FUSCCTNBC376.percent_bamqc,52.12581742,220,FUSCCTNBC376.percent,4.5401,98.94942578,8262282,8350005,0.01,1.04,2842116,FUSCCTNBC376.percent,2098370,2580025,260444
FUSCCTNBC376_TT,FUSCCTNBC376,tumor,FUSCCTNBC376_R2_screen,73871,383,53,22,12,0,0,0,0,24979,680,FUSCCTNBC376_R2,47,66.50089045,138.5243745,29.151738,FUSCCTNBC376.percent_bamqc,52.12581742,220,FUSCCTNBC376.percent,4.5401,98.94942578,8262282,8350005,0.01,1.04,2842116,FUSCCTNBC376.percent,2098370,2580025,260444
FUSCCTNBC380_PT,FUSCCTNBC380,normal,FUSCCTNBC380_PT_R1_screen,77889,432,666,2,39,0,0,0,0,20733,239,FUSCCTNBC380_PT_R1,45,73.78756192,140.2799562,54.637183,FUSCCTNBC380.percent_bamqc,49.88102763,193,FUSCCTNBC380.percent,17.1816,96.57690283,11572451,11982628,0.01,1.03,4397830,FUSCCTNBC380.percent,2928346,4518875,382758
FUSCCTNBC380_PT,FUSCCTNBC380,normal,FUSCCTNBC380_PT_R2_screen,77945,457,665,7,39,0,0,0,0,20607,280,FUSCCTNBC380_PT_R2,45,74.59307499,140.2826391,54.637183,FUSCCTNBC380.percent_bamqc,49.88102763,193,FUSCCTNBC380.percent,17.1816,96.57690283,11572451,11982628,0.01,1.03,4397830,FUSCCTNBC380.percent,2928346,4518875,382758
FUSCCTNBC380_TT,FUSCCTNBC380,tumor,FUSCCTNBC380_R1_screen,73729,123,834,12,28,0,0,0,0,24784,490,FUSCCTNBC380_R1,46,69.8659205,140.2224153,46.784135,FUSCCTNBC380_PT.percent_bamqc,48.38490315,188,FUSCCTNBC380_PT.percent,11.5532,97.94725346,13070010,13343927,0.01,1.08,5249700,FUSCCTNBC380_PT.percent,3068687,5944595,555031
FUSCCTNBC380_TT,FUSCCTNBC380,tumor,FUSCCTNBC380_R2_screen,73844,139,835,13,28,0,0,0,0,24601,540,FUSCCTNBC380_R2,46,70.78066646,140.2250763,46.784135,FUSCCTNBC380_PT.percent_bamqc,48.38490315,188,FUSCCTNBC380_PT.percent,11.5532,97.94725346,13070010,13343927,0.01,1.08,5249700,FUSCCTNBC380_PT.percent,3068687,5944595,555031
FUSCCTNBC383_TT,FUSCCTNBC383,tumor,FUSCCTNBC383_R1_screen,71303,352,80,19,0,0,0,0,0,27666,580,FUSCCTNBC383_R1,47,58.52889354,139.7532681,33.814008,FUSCCTNBC383.percent_bamqc,52.73861778,219,FUSCCTNBC383.percent,9.1308,98.32885389,9504468,9666001,0.01,1.05,3256491,FUSCCTNBC383.percent,2287800,3014022,277737
FUSCCTNBC383_TT,FUSCCTNBC383,tumor,FUSCCTNBC383_R2_screen,71391,359,80,21,0,0,0,0,0,27489,660,FUSCCTNBC383_R2,47,61.95876354,139.7523402,33.814008,FUSCCTNBC383.percent_bamqc,52.73861778,219,FUSCCTNBC383.percent,9.1308,98.32885389,9504468,9666001,0.01,1.05,3256491,FUSCCTNBC383.percent,2287800,3014022,277737
FUSCCTNBC384_PT,FUSCCTNBC384,normal,FUSCCTNBC384_PT_R1_screen,76751,384,525,9,34,0,0,0,0,22037,260,FUSCCTNBC384_PT_R1,46,71.39916379,139.5178714,54.438022,FUSCCTNBC384.percent_bamqc,51.16006511,187,FUSCCTNBC384.percent,13.2015,97.58899864,12924929,13244248,0.01,1.1,4757581,FUSCCTNBC384.percent,3347082,4775937,353824
FUSCCTNBC384_PT,FUSCCTNBC384,normal,FUSCCTNBC384_PT_R2_screen,76711,376,527,4,36,0,0,0,0,22016,330,FUSCCTNBC384_PT_R2,46,72.48428626,139.5206857,54.438022,FUSCCTNBC384.percent_bamqc,51.16006511,187,FUSCCTNBC384.percent,13.2015,97.58899864,12924929,13244248,0.01,1.1,4757581,FUSCCTNBC384.percent,3347082,4775937,353824
FUSCCTNBC384_TT,FUSCCTNBC384,tumor,FUSCCTNBC384_R1_screen,75300,510,372,11,26,0,1,0,0,23301,479,FUSCCTNBC384_R1,46,69.16121459,138.8896326,49.919224,FUSCCTNBC384_PT.percent_bamqc,49.28571141,188,FUSCCTNBC384_PT.percent,13.8237,98.13515185,13354098,13607864,0.01,1.1,5262676,FUSCCTNBC384_PT.percent,3554667,5445973,484115
FUSCCTNBC384_TT,FUSCCTNBC384,tumor,FUSCCTNBC384_R2_screen,75311,534,373,9,25,0,0,0,0,23248,500,FUSCCTNBC384_R2,46,70.14565176,138.8926521,49.919224,FUSCCTNBC384_PT.percent_bamqc,49.28571141,188,FUSCCTNBC384_PT.percent,13.8237,98.13515185,13354098,13607864,0.01,1.1,5262676,FUSCCTNBC384_PT.percent,3554667,5445973,484115
FUSCCTNBC385_TT,FUSCCTNBC385,tumor,FUSCCTNBC385_R1_screen,71848,945,167,53,1,0,0,0,0,25676,1310,FUSCCTNBC385_R1,48,55.26211153,136.7634444,34.602033,FUSCCTNBC385.percent_bamqc,56.50400177,204,FUSCCTNBC385.percent,5.4617,99.16127601,12449604,12554905,0.01,1.05,3384040,FUSCCTNBC385.percent,2166609,3130016,396984
FUSCCTNBC385_TT,FUSCCTNBC385,tumor,FUSCCTNBC385_R2_screen,71626,1080,168,37,1,0,0,0,0,25898,1190,FUSCCTNBC385_R2,48,58.38069659,136.7700087,34.602033,FUSCCTNBC385.percent_bamqc,56.50400177,204,FUSCCTNBC385.percent,5.4617,99.16127601,12449604,12554905,0.01,1.05,3384040,FUSCCTNBC385.percent,2166609,3130016,396984
FUSCCTNBC387_TT,FUSCCTNBC387,tumor,FUSCCTNBC387_R1_screen,75523,533,319,41,0,1,0,0,0,23193,390,FUSCCTNBC387_R1,46,55.1414814,139.0362124,48.73749,FUSCCTNBC387.percent_bamqc,51.79387759,216,FUSCCTNBC387.percent,5.7945,98.82664806,13010378,13164848,0.01,1.07,4755721,FUSCCTNBC387.percent,3435345,4570041,442703
FUSCCTNBC387_TT,FUSCCTNBC387,tumor,FUSCCTNBC387_R2_screen,75399,542,321,46,0,1,0,0,0,23301,390,FUSCCTNBC387_R2,47,59.32689075,139.037852,48.73749,FUSCCTNBC387.percent_bamqc,51.79387759,216,FUSCCTNBC387.percent,5.7945,98.82664806,13010378,13164848,0.01,1.07,4755721,FUSCCTNBC387.percent,3435345,4570041,442703
FUSCCTNBC388_TT,FUSCCTNBC388,tumor,FUSCCTNBC388_R1_screen,65095,846,8,23,0,0,1,0,1,33266,760,FUSCCTNBC388_R1,49,46.71416859,138.9371734,34.978431,FUSCCTNBC388.percent_bamqc,56.65574919,211,FUSCCTNBC388.percent,5.6434,99.13818348,14503139,14629216,0.02,1.1,3408171,FUSCCTNBC388.percent,2376733,2692676,295478
FUSCCTNBC388_TT,FUSCCTNBC388,tumor,FUSCCTNBC388_R2_screen,64988,945,8,18,0,0,1,0,0,33040,1000,FUSCCTNBC388_R2,49,50.8573753,138.9421337,34.978431,FUSCCTNBC388.percent_bamqc,56.65574919,211,FUSCCTNBC388.percent,5.6434,99.13818348,14503139,14629216,0.02,1.1,3408171,FUSCCTNBC388.percent,2376733,2692676,295478
FUSCCTNBC389_TT,FUSCCTNBC389,tumor,FUSCCTNBC389_R1_screen,72100,799,57,14,1,0,0,0,0,26469,560,FUSCCTNBC389_R1,48,53.05767678,138.5378738,33.55246,FUSCCTNBC389.percent_bamqc,55.81361337,206,FUSCCTNBC389.percent,5.1113,99.07767609,11098496,11201813,0.02,1.04,3275710,FUSCCTNBC389.percent,2167998,3122978,309890
FUSCCTNBC389_TT,FUSCCTNBC389,tumor,FUSCCTNBC389_R2_screen,72207,1025,58,32,0,0,0,0,0,26058,620,FUSCCTNBC389_R2,48,59.71666743,138.5424403,33.55246,FUSCCTNBC389.percent_bamqc,55.81361337,206,FUSCCTNBC389.percent,5.1113,99.07767609,11098496,11201813,0.02,1.04,3275710,FUSCCTNBC389.percent,2167998,3122978,309890
FUSCCTNBC391_TT,FUSCCTNBC391,tumor,FUSCCTNBC391_R1_screen,66459,1768,11,44,3,0,0,0,0,30785,930,FUSCCTNBC391_R1,49,51.17353055,138.1067534,34.143461,FUSCCTNBC391.percent_bamqc,58.77880149,206,FUSCCTNBC391.percent,7.237,99.19546625,15546588,15672680,0.01,1.06,3296041,FUSCCTNBC391.percent,1733206,3090943,364456
